Agency	CLR	County	MRD	State	Year
Schiller Park	0	Cook, IL	1	Illinois	2015
South Holland	0	Cook, IL	1	Illinois	2015
Summit	0	Cook, IL	1	Illinois	2015
De Kalb	0	DeKalb, IL	1	Illinois	2015
Du Page County	0	DuPage, IL	2	Illinois	2015
Woodridge	0	DuPage, IL	1	Illinois	2015
Fulton County	0	Fulton, IL	1	Illinois	2015
Carbondale	0	Jackson, IL	1	Illinois	2015
Mount Vernon	0	Jefferson, IL	2	Illinois	2015
Johnson County	0	Johnson, IL	1	Illinois	2015
Aurora	0	Kane, IL	9	Illinois	2015
Elgin	0	Kane, IL	4	Illinois	2015
Kane County	0	Kane, IL	1	Illinois	2015
Kankakee	0	Kankakee, IL	3	Illinois	2015
Kankakee County	0	Kankakee, IL	2	Illinois	2015
Galesburg	0	Knox, IL	1	Illinois	2015
La Salle County	0	La Salle, IL	1	Illinois	2015
Oglesby	0	La Salle, IL	1	Illinois	2015
Gurnee	0	Lake, IL	1	Illinois	2015
Lake County	0	Lake, IL	3	Illinois	2015
North Chicago	0	Lake, IL	5	Illinois	2015
Waukegan	0	Lake, IL	1	Illinois	2015
Zion	0	Lake, IL	3	Illinois	2015
Livingston County	0	Livingston, IL	1	Illinois	2015
Decatur	0	Macon, IL	6	Illinois	2015
Gillespie	0	Macoupin, IL	1	Illinois	2015
Macoupin County	0	Macoupin, IL	1	Illinois	2015
Alton	0	Madison, IL	1	Illinois	2015
Collinsville	0	Madison, IL	1	Illinois	2015
Granite City	0	Madison, IL	1	Illinois	2015
Centralia	0	Marion, IL	3	Illinois	2015
Salem	0	Marion, IL	1	Illinois	2015
Marshall County	0	Marshall, IL	1	Illinois	2015
Huntley	0	McHenry, IL	1	Illinois	2015
Woodstock	0	McHenry, IL	1	Illinois	2015
Athens	0	Menard, IL	1	Illinois	2015
Columbia	0	Monroe, IL	1	Illinois	2015
Jacksonville	0	Morgan, IL	1	Illinois	2015
Peoria	0	Peoria, IL	15	Illinois	2015
Peoria County	0	Peoria, IL	1	Illinois	2015
Moline	0	Rock Island, IL	1	Illinois	2015
Rock Island	0	Rock Island, IL	3	Illinois	2015
Eldorado	0	Saline, IL	1	Illinois	2015
Illinois State Police	0	Sangamon, IL	18	Illinois	2015
Springfield	0	Sangamon, IL	11	Illinois	2015
Brooklyn	0	St. Clair, IL	3	Illinois	2015
Caseyville	0	St. Clair, IL	2	Illinois	2015
East St. Louis	0	St. Clair, IL	19	Illinois	2015
Fairview Heights	0	St. Clair, IL	1	Illinois	2015
Sauget	0	St. Clair, IL	1	Illinois	2015
Shiloh	0	St. Clair, IL	1	Illinois	2015
St. Clair County	0	St. Clair, IL	3	Illinois	2015
Swansea	0	St. Clair, IL	1	Illinois	2015
Washington Park	0	St. Clair, IL	1	Illinois	2015
Freeport	0	Stephenson, IL	1	Illinois	2015
Pekin	0	Tazewell, IL	1	Illinois	2015
Bolingbrook	0	Will, IL	2	Illinois	2015
Crest Hill	0	Will, IL	1	Illinois	2015
Joliet	0	Will, IL	10	Illinois	2015
Plainfield	0	Will, IL	1	Illinois	2015
Shorewood	0	Will, IL	2	Illinois	2015
University Park	0	Will, IL	1	Illinois	2015
Will County	0	Will, IL	1	Illinois	2015
Herrin	0	Williamson, IL	1	Illinois	2015
Marion	0	Williamson, IL	1	Illinois	2015
Williamson County	0	Williamson, IL	2	Illinois	2015
Machesney Park	0	Winnebago, IL	1	Illinois	2015
Rockford	3	Winnebago, IL	19	Illinois	2015
Winnebago County	0	Winnebago, IL	2	Illinois	2015
Allen County	1	Allen, IN	2	Indiana	2015
Fort Wayne	5	Allen, IN	25	Indiana	2015
Columbus	0	Bartholomew, IN	1	Indiana	2015
Hartford City	2	Blackford, IN	2	Indiana	2015
State Police: Brown County	1	Brown, IN	1	Indiana	2015
Jeffersonville	1	Clark, IN	1	Indiana	2015
Daviess County	1	Daviess, IN	1	Indiana	2015
State Police: Daviess County	1	Daviess, IN	1	Indiana	2015
Muncie	2	Delaware, IN	2	Indiana	2015
Elkhart	4	Elkhart, IN	4	Indiana	2015
New Albany	1	Floyd, IN	2	Indiana	2015
Marion	1	Grant, IN	2	Indiana	2015
Greenfield	2	Hancock, IN	2	Indiana	2015
Harrison County	1	Harrison, IN	1	Indiana	2015
Kokomo	2	Howard, IN	3	Indiana	2015
Huntington County	0	Huntington, IN	1	Indiana	2015
Jackson County	1	Jackson, IN	1	Indiana	2015
Seymour	0	Jackson, IN	1	Indiana	2015
Rensselaer	1	Jasper, IN	1	Indiana	2015
Jay County	1	Jay, IN	1	Indiana	2015
Portland	0	Jay, IN	1	Indiana	2015
State Police: Jefferson County	0	Jefferson, IN	1	Indiana	2015
Greenwood	2	Johnson, IN	1	Indiana	2015
Vincennes	1	Knox, IN	2	Indiana	2015
Kosciusko County	1	Kosciusko, IN	2	Indiana	2015
Warsaw	0	Kosciusko, IN	1	Indiana	2015
La Porte	1	La Porte, IN	1	Indiana	2015
Michigan City	0	La Porte, IN	2	Indiana	2015
State Police: La Porte County	0	La Porte, IN	1	Indiana	2015
Lagrange County	0	Lagrange, IN	1	Indiana	2015
Cedar Lake	0	Lake, IN	1	Indiana	2015
East Chicago	5	Lake, IN	7	Indiana	2015
Gary	8	Lake, IN	50	Indiana	2015
Hammond	6	Lake, IN	7	Indiana	2015
Highland	0	Lake, IN	1	Indiana	2015
Hobart	0	Lake, IN	1	Indiana	2015
Lake County	0	Lake, IN	4	Indiana	2015
Lake Station	0	Lake, IN	2	Indiana	2015
Merrillville	0	Lake, IN	1	Indiana	2015
Munster	2	Lake, IN	1	Indiana	2015
St. John	1	Lake, IN	1	Indiana	2015
Alexandria	0	Madison, IN	1	Indiana	2015
Anderson	2	Madison, IN	1	Indiana	2015
Cumberland	0	Marion, IN	1	Indiana	2015
Indianapolis	80	Marion, IN	148	Indiana	2015
Speedway	0	Marion, IN	1	Indiana	2015
State Police: Marion County	0	Marion, IN	1	Indiana	2015
Plymouth	0	Marshall, IN	1	Indiana	2015
State Police: Martin County	2	Martin, IN	2	Indiana	2015
Bloomington	1	Monroe, IN	2	Indiana	2015
Monroe County	1	Monroe, IN	1	Indiana	2015
State Police: Orange County	1	Orange, IN	1	Indiana	2015
Portage	1	Porter, IN	3	Indiana	2015
Porter County	0	Porter, IN	2	Indiana	2015
Posey County	2	Posey, IN	2	Indiana	2015
State Police: Randolph County	1	Randolph, IN	1	Indiana	2015
State Police: Scott County	1	Scott, IN	1	Indiana	2015
Mishawaka	1	St. Joseph, IN	2	Indiana	2015
South Bend	10	St. Joseph, IN	17	Indiana	2015
St. Joseph County	1	St. Joseph, IN	1	Indiana	2015
State Police: St. Joseph County	0	St. Joseph, IN	1	Indiana	2015
Starke County	0	Starke, IN	1	Indiana	2015
Steuben County	0	Steuben, IN	1	Indiana	2015
Lafayette	4	Tippecanoe, IN	4	Indiana	2015
Evansville	5	Vanderburgh, IN	4	Indiana	2015
Terre Haute	0	Vigo, IN	1	Indiana	2015
Vigo County	0	Vigo, IN	1	Indiana	2015
Warrick County	0	Warrick, IN	1	Indiana	2015
Absecon	0	Atlantic, NJ	2	New Jersey	2015
Atlantic City	2	Atlantic, NJ	7	New Jersey	2015
Galloway Township	1	Atlantic, NJ	1	New Jersey	2015
Hamilton Township	2	Atlantic, NJ	1	New Jersey	2015
Mullica Township	2	Atlantic, NJ	1	New Jersey	2015
Northfield	0	Atlantic, NJ	1	New Jersey	2015
Pleasantville	2	Atlantic, NJ	6	New Jersey	2015
Closter	1	Bergen, NJ	1	New Jersey	2015
Edgewater	2	Bergen, NJ	2	New Jersey	2015
Elmwood Park	1	Bergen, NJ	1	New Jersey	2015
Fort Lee	1	Bergen, NJ	2	New Jersey	2015
Hasbrouck Heights	1	Bergen, NJ	1	New Jersey	2015
Midland Park	1	Bergen, NJ	1	New Jersey	2015
South Hackensack Township	0	Bergen, NJ	1	New Jersey	2015
State Police: Bergen County	1	Bergen, NJ	1	New Jersey	2015
Teaneck Township	2	Bergen, NJ	2	New Jersey	2015
Mount Holly Township	2	Burlington, NJ	2	New Jersey	2015
Mount Laurel Township	1	Burlington, NJ	1	New Jersey	2015
Pemberton Township	1	Burlington, NJ	1	New Jersey	2015
Willingboro Township	0	Burlington, NJ	2	New Jersey	2015
Audubon	1	Camden, NJ	1	New Jersey	2015
Berlin Township	1	Camden, NJ	1	New Jersey	2015
Camden	14	Camden, NJ	32	New Jersey	2015
Haddon Township	0	Camden, NJ	1	New Jersey	2015
Lindenwold	1	Camden, NJ	1	New Jersey	2015
Voorhees Township	1	Camden, NJ	1	New Jersey	2015
Middle Township	0	Cape May, NJ	1	New Jersey	2015
Bridgeton	2	Cumberland, NJ	5	New Jersey	2015
Millville	1	Cumberland, NJ	2	New Jersey	2015
State Police: Cumberland County	0	Cumberland, NJ	2	New Jersey	2015
Vineland	4	Cumberland, NJ	7	New Jersey	2015
Belleville	1	Essex, NJ	2	New Jersey	2015
East Orange	9	Essex, NJ	11	New Jersey	2015
Irvington	0	Essex, NJ	14	New Jersey	2015
Newark County	28	Essex, NJ	95	New Jersey	2015
Nutley Township	1	Essex, NJ	1	New Jersey	2015
Orange	0	Essex, NJ	5	New Jersey	2015
West Orange	0	Essex, NJ	1	New Jersey	2015
Deptford Township	1	Gloucester, NJ	1	New Jersey	2015
Monroe Township	1	Gloucester, NJ	1	New Jersey	2015
Bayonne	1	Hudson, NJ	1	New Jersey	2015
Jersey City	3	Hudson, NJ	27	New Jersey	2015
North Bergen Township	0	Hudson, NJ	1	New Jersey	2015
West New York	2	Hudson, NJ	3	New Jersey	2015
Ewing Township	1	Mercer, NJ	2	New Jersey	2015
Hamilton Township	1	Mercer, NJ	1	New Jersey	2015
Trenton	7	Mercer, NJ	17	New Jersey	2015
Carteret	1	Middlesex, NJ	1	New Jersey	2015
New Brunswick	2	Middlesex, NJ	2	New Jersey	2015
Old Bridge Township	0	Middlesex, NJ	1	New Jersey	2015
Perth Amboy	2	Middlesex, NJ	3	New Jersey	2015
Piscataway Township	1	Middlesex, NJ	1	New Jersey	2015
South Brunswick Township	2	Middlesex, NJ	2	New Jersey	2015
Woodbridge Township	2	Middlesex, NJ	1	New Jersey	2015
Aberdeen Township	0	Monmouth, NJ	1	New Jersey	2015
Asbury Park	3	Monmouth, NJ	3	New Jersey	2015
Eatontown	0	Monmouth, NJ	1	New Jersey	2015
Holmdel Township	1	Monmouth, NJ	1	New Jersey	2015
Long Branch	4	Monmouth, NJ	4	New Jersey	2015
Kinnelon	1	Morris, NJ	1	New Jersey	2015
Montville Township	1	Morris, NJ	1	New Jersey	2015
Barnegat Light	1	Ocean, NJ	1	New Jersey	2015
Jackson Township	1	Ocean, NJ	1	New Jersey	2015
Lakewood Township	4	Ocean, NJ	4	New Jersey	2015
Plumsted Township	1	Ocean, NJ	1	New Jersey	2015
Point Pleasant Beach	1	Ocean, NJ	1	New Jersey	2015
South Toms River	1	Ocean, NJ	1	New Jersey	2015
Clifton	1	Passaic, NJ	1	New Jersey	2015
Passaic	3	Passaic, NJ	3	New Jersey	2015
Paterson	15	Passaic, NJ	18	New Jersey	2015
Salem	1	Salem, NJ	1	New Jersey	2015
State Police: Salem County	1	Salem, NJ	1	New Jersey	2015
Franklin Township (Somerset County)	0	Somerset, NJ	1	New Jersey	2015
Raritan	2	Somerset, NJ	2	New Jersey	2015
Warren Township	1	Somerset, NJ	2	New Jersey	2015
Elizabeth	8	Union, NJ	8	New Jersey	2015
Linden	1	Union, NJ	1	New Jersey	2015
Plainfield	3	Union, NJ	4	New Jersey	2015
Rahway	3	Union, NJ	4	New Jersey	2015
Union Township	1	Union, NJ	1	New Jersey	2015
Adams County	1	Adams, IA	1	Iowa	2015
Benton County	0	Benton, IA	1	Iowa	2015
Waterloo	3	Black Hawk, IA	4	Iowa	2015
Calhoun County	1	Calhoun, IA	1	Iowa	2015
Osceola	2	Clarke, IA	2	Iowa	2015
Waukee	1	Dallas, IA	1	Iowa	2015
Davis County	1	Davis, IA	1	Iowa	2015
Burlington	1	Des Moines, IA	3	Iowa	2015
Dubuque	3	Dubuque, IA	5	Iowa	2015
Emmet County	1	Emmet, IA	1	Iowa	2015
Hampton	1	Franklin, IA	1	Iowa	2015
Coralville	1	Johnson, IA	1	Iowa	2015
Cedar Rapids	4	Linn, IA	6	Iowa	2015
Linn County	1	Linn, IA	1	Iowa	2015
Marion	1	Linn, IA	1	Iowa	2015
Louisa County	1	Louisa, IA	1	Iowa	2015
Marion County	0	Marion, IA	1	Iowa	2015
Marshalltown	1	Marshall, IA	1	Iowa	2015
Des Moines	17	Polk, IA	19	Iowa	2015
Polk County	0	Polk, IA	1	Iowa	2015
Albuquerque	33	Bernalillo, NM	43	New Mexico	2015
Bernalillo County	6	Bernalillo, NM	7	New Mexico	2015
Chaves County	4	Chaves, NM	2	New Mexico	2015
Roswell	2	Chaves, NM	8	New Mexico	2015
Acoma Tribal Police Department	1	Cibola, NM	1	New Mexico	2015
Cibola County	1	Cibola, NM	1	New Mexico	2015
Raton	1	Colfax, NM	2	New Mexico	2015
Clovis	0	Curry, NM	1	New Mexico	2015
Curry County	0	Curry, NM	1	New Mexico	2015
Dona Ana County	2	Dona Ana, NM	3	New Mexico	2015
Las Cruces	3	Dona Ana, NM	3	New Mexico	2015
Artesia	2	Eddy, NM	1	New Mexico	2015
Carlsbad	1	Eddy, NM	2	New Mexico	2015
Eddy County	0	Eddy, NM	2	New Mexico	2015
Hobbs	0	Lea, NM	1	New Mexico	2015
Deming	1	Luna, NM	1	New Mexico	2015
Gallup	0	McKinley, NM	1	New Mexico	2015
Mckinley County	0	McKinley, NM	1	New Mexico	2015
Ramah Navajo Tribal	0	McKinley, NM	1	New Mexico	2015
Alamogordo	3	Otero, NM	3	New Mexico	2015
Espanola	0	Rio Arriba, NM	1	New Mexico	2015
Rio Arriba County	1	Rio Arriba, NM	1	New Mexico	2015
Portales	0	Roosevelt, NM	1	New Mexico	2015
Farmington	0	San Juan, NM	3	New Mexico	2015
San Juan County	0	San Juan, NM	2	New Mexico	2015
Las Vegas	0	San Miguel, NM	1	New Mexico	2015
Bernalillo	0	Sandoval, NM	1	New Mexico	2015
Rio Rancho	0	Sandoval, NM	3	New Mexico	2015
New Mexico State Police	1	Santa Fe, NM	8	New Mexico	2015
Santa Fe	0	Santa Fe, NM	2	New Mexico	2015
Truth Oregon Consequences	1	Sierra, NM	2	New Mexico	2015
Red River	1	Taos, NM	1	New Mexico	2015
Taos County	1	Taos, NM	1	New Mexico	2015
Belen	0	Valencia, NM	1	New Mexico	2015
Urbandale	1	Polk, IA	1	Iowa	2015
Council Bluffs	1	Pottawattamie, IA	1	Iowa	2015
Bettendorf	1	Scott, IA	1	Iowa	2015
Davenport	5	Scott, IA	6	Iowa	2015
Ames	0	Story, IA	1	Iowa	2015
Taylor County	1	Taylor, IA	1	Iowa	2015
Union County	2	Union, IA	4	Iowa	2015
Ottumwa	0	Wapello, IA	1	Iowa	2015
Fort Dodge	0	Webster, IA	1	Iowa	2015
Webster County	0	Webster, IA	1	Iowa	2015
Sioux City	1	Woodbury, IA	2	Iowa	2015
Woodbury County	1	Woodbury, IA	1	Iowa	2015
Atchison	1	Atchison, KS	1	Kansas	2015
Great Bend	2	Barton, KS	2	Kansas	2015
Hoisington	0	Barton, KS	1	Kansas	2015
Cherokee County	0	Cherokee, KS	2	Kansas	2015
Comanche County	1	Comanche, KS	1	Kansas	2015
Arkansas City	1	Cowley, KS	1	Kansas	2015
Winfield	0	Cowley, KS	2	Kansas	2015
Crawford County	1	Crawford, KS	1	Kansas	2015
Hays	1	Ellis, KS	1	Kansas	2015
Dodge City	2	Ford, KS	3	Kansas	2015
Ford County	0	Ford, KS	1	Kansas	2015
Junction City	1	Geary, KS	1	Kansas	2015
Ulysses	1	Grant, KS	1	Kansas	2015
Jackson County	1	Jackson, KS	4	Kansas	2015
Johnson County	1	Johnson, KS	1	Kansas	2015
Merriam	1	Johnson, KS	1	Kansas	2015
Olathe	2	Johnson, KS	3	Kansas	2015
Overland Park	4	Johnson, KS	5	Kansas	2015
Shawnee	1	Johnson, KS	2	Kansas	2015
Parsons	1	Labette, KS	2	Kansas	2015
Miami County	1	Miami, KS	2	Kansas	2015
Independence	1	Montgomery, KS	1	Kansas	2015
Montgomery County	0	Montgomery, KS	1	Kansas	2015
Norton	0	Norton, KS	1	Kansas	2015
Hutchinson	1	Reno, KS	1	Kansas	2015
Reno County	1	Reno, KS	1	Kansas	2015
Riley County Police Department	2	Riley, KS	2	Kansas	2015
Rooks County	1	Rooks, KS	1	Kansas	2015
Salina	1	Saline, KS	2	Kansas	2015
Sedgwick County	1	Sedgwick, KS	2	Kansas	2015
Wichita	20	Sedgwick, KS	27	Kansas	2015
Wichita State University	0	Sedgwick, KS	1	Kansas	2015
Liberal	1	Seward, KS	1	Kansas	2015
Kansas Bur of Investigation	2	Shawnee, KS	2	Kansas	2015
Topeka	8	Shawnee, KS	11	Kansas	2015
Wilson County	2	Wilson, KS	2	Kansas	2015
Kansas City	23	Wyandotte, KS	28	Kansas	2015
Albany	3	Albany, NY	5	New York	2015
Colonie Town	0	Albany, NY	1	New York	2015
Binghamton	3	Broome, NY	4	New York	2015
Endicott Village	1	Broome, NY	1	New York	2015
Johnson City Village	1	Broome, NY	2	New York	2015
Salamanca	1	Cattaraugus, NY	1	New York	2015
Chautauqua County	1	Chautauqua, NY	1	New York	2015
Jamestown	1	Chautauqua, NY	2	New York	2015
Elmira	2	Chemung, NY	1	New York	2015
State Police: Chemung County (E)	0	Chemung, NY	1	New York	2015
Hudson	1	Columbia, NY	1	New York	2015
State Police: Columbia County (K)	2	Columbia, NY	2	New York	2015
Cortland	3	Cortland, NY	2	New York	2015
Poughkeepsie	1	Dutchess, NY	2	New York	2015
State Police: Dutchess County (K)	0	Dutchess, NY	2	New York	2015
Amherst Town	1	Erie, NY	1	New York	2015
Buffalo	31	Erie, NY	41	New York	2015
Cheektowaga Town	2	Erie, NY	2	New York	2015
Lackawanna	1	Erie, NY	1	New York	2015
Tonawanda Town	0	Erie, NY	1	New York	2015
Batavia	1	Genesee, NY	1	New York	2015
Genesee County	1	Genesee, NY	1	New York	2015
Ilion Village	1	Herkimer, NY	1	New York	2015
Watertown	3	Jefferson, NY	3	New York	2015
Oneida	1	Madison, NY	1	New York	2015
Gates Town	3	Monroe, NY	3	New York	2015
Monroe County	2	Monroe, NY	2	New York	2015
Rochester	24	Monroe, NY	33	New York	2015
Freeport Village	2	Nassau, NY	1	New York	2015
Glen Cove	2	Nassau, NY	1	New York	2015
Hempstead Village	2	Nassau, NY	6	New York	2015
Nassau County	6	Nassau, NY	13	New York	2015
New York	238	New York, NY	352	New York	2015
Niagara Falls	2	Niagara, NY	3	New York	2015
North Tonawanda	1	Niagara, NY	1	New York	2015
New Hartford Town & Village	1	Oneida, NY	1	New York	2015
Utica	4	Oneida, NY	6	New York	2015
Onondaga County	2	Onondaga, NY	2	New York	2015
Syracuse	12	Onondaga, NY	22	New York	2015
Canandaigua	1	Ontario, NY	1	New York	2015
Newburgh	1	Orange, NY	4	New York	2015
Port Jervis	1	Orange, NY	0	New York	2015
State Police: Orange County (F)	1	Orange, NY	2	New York	2015
State Police: Oswego County (D)	2	Oswego, NY	2	New York	2015
Cooperstown Village	1	Otsego, NY	1	New York	2015
State Police: Otsego County (C)	0	Otsego, NY	1	New York	2015
North Greenbush Town	1	Rensselaer, NY	1	New York	2015
Troy	10	Rensselaer, NY	9	New York	2015
Clarkstown Town	2	Rockland, NY	2	New York	2015
Ramapo Town	0	Rockland, NY	1	New York	2015
Spring Valley Village	1	Rockland, NY	1	New York	2015
Schenectady	5	Schenectady, NY	6	New York	2015
State Police: Schoharie County (G)	0	Schoharie, NY	1	New York	2015
Potsdam Village	0	St. Lawrence, NY	1	New York	2015
State Police: St Lawrence County (B)	0	St. Lawrence, NY	1	New York	2015
Steuben County	1	Steuben, NY	1	New York	2015
Suffolk County Police Department	8	Suffolk, NY	25	New York	2015
Sullivan County	1	Sullivan, NY	1	New York	2015
Owego Village	1	Tioga, NY	1	New York	2015
Warren County	0	Warren, NY	1	New York	2015
Washington County	1	Washington, NY	1	New York	2015
Wayne County	2	Wayne, NY	2	New York	2015
Bedford Town	0	Westchester, NY	1	New York	2015
Harrison Town	0	Westchester, NY	2	New York	2015
Mount Vernon	0	Westchester, NY	2	New York	2015
Ossining Village	1	Westchester, NY	1	New York	2015
Peekskill	1	Westchester, NY	1	New York	2015
Port Chester Village	1	Westchester, NY	1	New York	2015
Sleepy Hollow Village	1	Westchester, NY	1	New York	2015
State Police: Westchester County (K)	0	Westchester, NY	1	New York	2015
Westchester Public Safety	2	Westchester, NY	1	New York	2015
Yonkers	4	Westchester, NY	6	New York	2015
State Police: Wyoming County (A)	1	Wyoming, NY	2	New York	2015
Wyoming County	0	Wyoming, NY	1	New York	2015
State Police Post 15	2	Adair, KY	2	Kentucky	2015
Scottsville	1	Allen, KY	1	Kentucky	2015
Barren County	2	Barren, KY	2	Kentucky	2015
Boone County	1	Boone, KY	1	Kentucky	2015
Paris	1	Bourbon, KY	1	Kentucky	2015
Ashland	0	Boyd, KY	1	Kentucky	2015
State Police Post 14	3	Boyd, KY	3	Kentucky	2015
Lebanon Junction	1	Bullitt, KY	1	Kentucky	2015
Shepherdsville	0	Bullitt, KY	1	Kentucky	2015
Calloway County	0	Calloway, KY	1	Kentucky	2015
Murray	0	Calloway, KY	1	Kentucky	2015
Christian County	0	Christian, KY	1	Kentucky	2015
Hopkinsville	3	Christian, KY	2	Kentucky	2015
Winchester	0	Clark, KY	1	Kentucky	2015
Clay County	1	Clay, KY	2	Kentucky	2015
Lexington	17	Fayette, KY	15	Kentucky	2015
Frankfort	1	Franklin, KY	1	Kentucky	2015
State Police Post 12	0	Franklin, KY	3	Kentucky	2015
State Police Post 6	0	Grant, KY	2	Kentucky	2015
State Police Post 1	6	Graves, KY	6	Kentucky	2015
Hardin County	2	Hardin, KY	3	Kentucky	2015
Radcliff	1	Hardin, KY	2	Kentucky	2015
State Police Post 4	3	Hardin, KY	3	Kentucky	2015
State Police Post 10	4	Harlan, KY	6	Kentucky	2015
Henderson	1	Henderson, KY	1	Kentucky	2015
State Police Post 16	0	Henderson, KY	1	Kentucky	2015
State Police Post 5	1	Henry, KY	1	Kentucky	2015
Hopkins County	0	Hopkins, KY	1	Kentucky	2015
State Police Post 2	1	Hopkins, KY	3	Kentucky	2015
Jeffersontown	2	Jefferson, KY	3	Kentucky	2015
Louisville Metro	45	Jefferson, KY	82	Kentucky	2015
Shively	0	Jefferson, KY	1	Kentucky	2015
St. Matthews	1	Jefferson, KY	1	Kentucky	2015
Jessamine County	1	Jessamine, KY	1	Kentucky	2015
Covington	1	Kenton, KY	2	Kentucky	2015
Elsmere	0	Kenton, KY	1	Kentucky	2015
Independence	1	Kenton, KY	0	Kentucky	2015
Barbourville	1	Knox, KY	1	Kentucky	2015
Laurel County	2	Laurel, KY	6	Kentucky	2015
State Police Post 11	4	Laurel, KY	8	Kentucky	2015
Logan County	1	Logan, KY	2	Kentucky	2015
Madison County	1	Madison, KY	1	Kentucky	2015
Richmond	3	Madison, KY	3	Kentucky	2015
State Police Post 7	7	Madison, KY	9	Kentucky	2015
Marshall County	1	Marshall, KY	1	Kentucky	2015
Paducah	1	McCracken, KY	1	Kentucky	2015
Mccreary County	0	McCreary, KY	1	Kentucky	2015
Metcalfe County	0	Metcalfe, KY	1	Kentucky	2015
Nelson County	1	Nelson, KY	1	Kentucky	2015
Oldham County Police Department	0	Oldham, KY	1	Kentucky	2015
State Police Post 13	4	Perry, KY	2	Kentucky	2015
Pike County	0	Pike, KY	1	Kentucky	2015
Pikeville	1	Pike, KY	1	Kentucky	2015
State Police Post 9	1	Pike, KY	2	Kentucky	2015
Pulaski County	2	Pulaski, KY	2	Kentucky	2015
Somerset	0	Pulaski, KY	1	Kentucky	2015
State Police Post 8	3	Rowan, KY	4	Kentucky	2015
Georgetown	0	Scott, KY	1	Kentucky	2015
Shelbyville	1	Shelby, KY	1	Kentucky	2015
Campbellsville	1	Taylor, KY	1	Kentucky	2015
Bowling Green	1	Warren, KY	0	Kentucky	2015
State Police Post 3	3	Warren, KY	3	Kentucky	2015
Corbin	0	Whitley, KY	3	Kentucky	2015
Versailles	1	Woodford, KY	1	Kentucky	2015
Alamance County	0	Alamance, NC	1	North Carolina	2015
Burlington	2	Alamance, NC	6	North Carolina	2015
Graham	0	Alamance, NC	1	North Carolina	2015
Alexander County	0	Alexander, NC	1	North Carolina	2015
Anson County	1	Anson, NC	2	North Carolina	2015
Beaufort County	1	Beaufort, NC	0	North Carolina	2015
Washington	2	Beaufort, NC	4	North Carolina	2015
Leland	2	Brunswick, NC	0	North Carolina	2015
Asheville	3	Buncombe, NC	7	North Carolina	2015
Buncombe County	7	Buncombe, NC	4	North Carolina	2015
Burke County	6	Burke, NC	2	North Carolina	2015
Morganton	3	Burke, NC	0	North Carolina	2015
Concord	3	Cabarrus, NC	5	North Carolina	2015
Kannapolis	1	Cabarrus, NC	1	North Carolina	2015
Caldwell County	1	Caldwell, NC	1	North Carolina	2015
Lenoir	1	Caldwell, NC	2	North Carolina	2015
Emerald Isle	1	Carteret, NC	0	North Carolina	2015
Caswell County	1	Caswell, NC	4	North Carolina	2015
Catawba County	3	Catawba, NC	4	North Carolina	2015
Conover	1	Catawba, NC	1	North Carolina	2015
Hickory	3	Catawba, NC	4	North Carolina	2015
Newton	1	Catawba, NC	0	North Carolina	2015
Chatham County	3	Chatham, NC	2	North Carolina	2015
Cherokee County	2	Cherokee, NC	3	North Carolina	2015
Shelby	1	Cleveland, NC	2	North Carolina	2015
Chadbourn	3	Columbus, NC	2	North Carolina	2015
Columbus County	4	Columbus, NC	3	North Carolina	2015
Tabor City	0	Columbus, NC	5	North Carolina	2015
Whiteville	2	Columbus, NC	2	North Carolina	2015
Craven County	2	Craven, NC	3	North Carolina	2015
New Bern	1	Craven, NC	2	North Carolina	2015
Cumberland County	9	Cumberland, NC	9	North Carolina	2015
Fayetteville	14	Cumberland, NC	16	North Carolina	2015
Hope Mills	1	Cumberland, NC	0	North Carolina	2015
Spring Lake	1	Cumberland, NC	1	North Carolina	2015
Duck	1	Dare, NC	1	North Carolina	2015
Kill Devil Hills	0	Dare, NC	1	North Carolina	2015
Davidson County	1	Davidson, NC	1	North Carolina	2015
Rose Hill	1	Duplin, NC	1	North Carolina	2015
Wallace	1	Duplin, NC	2	North Carolina	2015
Durham	18	Durham, NC	34	North Carolina	2015
Durham County	3	Durham, NC	3	North Carolina	2015
Edgecombe County	2	Edgecombe, NC	3	North Carolina	2015
Tarboro	4	Edgecombe, NC	4	North Carolina	2015
Forsyth County	1	Forsyth, NC	3	North Carolina	2015
Winston-Salem	13	Forsyth, NC	10	North Carolina	2015
Winston-Salem State Univ	0	Forsyth, NC	1	North Carolina	2015
Franklin County	4	Franklin, NC	5	North Carolina	2015
Franklinton	1	Franklin, NC	1	North Carolina	2015
Bessemer City	0	Gaston, NC	1	North Carolina	2015
Cherryville	0	Gaston, NC	1	North Carolina	2015
Gaston County Police Department	0	Gaston, NC	2	North Carolina	2015
Gastonia	0	Gaston, NC	6	North Carolina	2015
Granville County	1	Granville, NC	1	North Carolina	2015
Greensboro	11	Guilford, NC	26	North Carolina	2015
Guilford County	1	Guilford, NC	3	North Carolina	2015
High Point	2	Guilford, NC	8	North Carolina	2015
Halifax County	4	Halifax, NC	2	North Carolina	2015
Roanoke Rapids	5	Halifax, NC	3	North Carolina	2015
Weldon	2	Halifax, NC	0	North Carolina	2015
Angier	1	Harnett, NC	0	North Carolina	2015
Harnett County	3	Harnett, NC	4	North Carolina	2015
Haywood County	1	Haywood, NC	0	North Carolina	2015
